RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
345,15578238,Calabrese,727,France,Male,47,7,0,2,1,0,193305.35,0
346,15566269,Chialuka,787,France,Male,25,5,0,2,1,0,47307.9,0
347,15639217,McKenzie,806,France,Male,34,6,0,2,0,0,100809.99,0
348,15688644,Holloway,603,France,Male,31,1,129743.75,1,1,0,109145.2,0
349,15662426,Tang,649,Spain,Male,32,1,0,1,0,1,91167.19,1
350,15720511,Byrne,547,Germany,Male,41,3,151191.31,1,1,0,175295.89,1
351,15567246,Selwyn,684,Germany,Male,32,3,102630.13,2,1,1,127433.47,0
352,15647965,Genovese,477,France,Female,57,9,114023.64,2,1,1,71167.17,1
353,15679048,Koger,558,Germany,Male,41,2,124227.14,1,1,1,111184.67,0
354,15675749,Baranov,695,France,Female,23,1,0,2,1,1,141756.32,0
355,15782181,Greco,592,Spain,Male,35,6,80285.16,1,1,0,72678.75,1
356,15795738,Owens,789,France,Male,31,4,175477.15,1,1,1,172832.9,0
357,15773751,Y?,597,France,Female,29,1,132144.35,1,1,0,158086.33,0
358,15655436,Kendall,839,Germany,Male,47,2,136911.07,1,1,1,168184.62,1
359,15691396,Ko,405,Germany,Male,31,5,133299.67,2,1,1,72950.14,0
360,15796958,Tang,658,France,Male,39,7,0,2,1,0,48378.4,0
361,15801832,Lombardo,684,Germany,Male,42,1,117691,1,1,1,23135.65,1
362,15661349,Perkins,633,France,Male,35,10,0,2,1,0,65675.47,0
363,15719265,Feng,589,France,Male,46,9,0,2,1,0,170676.67,0
364,15779985,Lo,750,Germany,Female,37,1,133199.71,2,1,1,27366.77,0
365,15663410,Piccio,771,Spain,Male,51,5,135506.58,3,1,1,152479.64,1
366,15704144,Mazzanti,812,Germany,Male,33,2,127154.14,2,0,1,105383.49,0
367,15774104,Chukwualuka,539,Spain,Male,39,2,0,2,1,1,48189.94,0
368,15812230,Elliot,670,Germany,Female,42,5,49508.79,3,1,1,100324.01,0
369,15742848,Gratton,673,France,Male,41,5,0,1,1,1,65657.29,0
370,15745326,Carandini,538,France,Female,62,3,75051.49,1,0,0,17682.02,1
371,15674541,Robinson,575,Spain,Male,52,8,123925.23,1,0,0,111342.66,1
372,15728564,Lo,682,France,Male,41,6,0,2,0,1,134158.09,1
373,15580701,Ma,712,France,Male,33,3,153819.58,1,1,0,79176.09,1
374,15688973,Vinogradova,598,Spain,Female,39,5,0,2,1,1,83103.46,0
375,15709412,H?,776,Spain,Male,30,6,0,2,0,1,63908.86,0
376,15607753,Alexandrova,606,Spain,Female,23,10,70417.79,1,0,1,90896.04,0
377,15705352,Yang,686,Spain,Male,38,7,111484.88,1,1,1,76076.2,0
378,15602500,Maslova,850,Spain,Male,38,1,146343.98,1,0,1,103902.11,0
379,15672437,Buccho,642,France,Male,72,1,160541,2,1,1,142223.94,0
380,15720968,Young,606,Germany,Male,27,2,130274.26,2,1,0,147533.09,0
381,15730796,Barker,627,France,Female,21,7,98993.02,1,1,1,169156.64,0
382,15768219,Sung,850,Spain,Male,36,0,0,2,1,0,141242.57,0
383,15663883,Hansen,850,Germany,Male,32,9,141827.33,2,1,1,149458.73,0
384,15589296,Brown,724,France,Female,40,6,110054.45,1,1,1,86950.72,0
385,15586425,Lo Duca,579,France,Male,28,4,0,2,1,1,176925.69,0
386,15679813,Ellis,727,Spain,Male,28,1,0,1,1,0,40357.39,0
387,15681410,Korff,813,Germany,Female,36,6,98088.09,1,0,1,26687.22,1
388,15668283,Gardiner,642,France,Male,48,9,118317.27,4,0,0,78702.98,1
389,15624072,Kiernan,669,Spain,Male,22,10,0,2,1,0,176163.74,0
390,15669664,Thompson,574,Germany,Male,54,1,99774.5,1,0,0,4896.11,1
391,15682728,Mathews,774,France,Female,32,4,0,2,0,0,114899.13,0
392,15573851,Macrossan,735,France,Female,38,1,0,3,0,0,92220.12,1
393,15733661,Illingworth,639,Spain,Female,27,8,133806.54,2,1,0,6251.3,0
394,15710012,Bowen,738,Spain,Male,44,2,0,2,1,0,43018.82,1
395,15763327,Craig,835,France,Male,32,8,124993.29,2,1,1,27548.06,0
396,15668853,Menhennitt,637,Spain,Female,44,0,157622.58,1,1,1,120454.2,0
397,15639303,Moore,589,Germany,Male,48,5,126111.61,1,0,1,133961.19,0
398,15691011,Shoebridge,591,France,Male,42,9,161651.37,2,1,1,131753.97,0
399,15638513,Palermo,723,France,Female,40,7,142856.95,2,0,0,38019.74,0
400,15648933,Reilly,831,Germany,Male,44,3,111100.98,1,1,1,28144.07,1
401,15628904,Bowen,733,Spain,Male,35,8,102918.38,1,1,1,45959.86,0
402,15644788,Fyodorov,731,France,Female,30,5,0,2,1,0,189528.72,0
403,15598161,Clements,654,France,Male,47,10,0,2,1,0,170481.98,0
404,15745624,McKenzie,828,France,Male,37,4,0,2,1,0,94845.45,0
405,15733169,Craig,590,Spain,Male,22,7,125265.61,1,1,1,161253.08,0
406,15801417,Iloerika,657,France,Male,37,4,82500.28,1,1,1,115260.72,0
407,15592707,Dolgorukova,531,Germany,Female,64,2,175754.87,2,1,1,60721.4,0
408,15593954,Eva,516,France,Female,47,6,109387.33,1,0,0,121365.45,0
409,15714431,Yeh,561,France,Male,37,1,100443.36,2,0,1,101693.73,0
410,15638257,P'an,682,Spain,Female,54,0,83102.72,2,1,1,54132.93,0
411,15690939,Howe,575,Spain,Male,28,7,0,1,1,1,10666.05,0
412,15723613,Jenkins,623,France,Female,28,4,0,2,1,0,41227.67,0
413,15813640,Shih,642,France,Female,40,7,0,2,1,0,10712.82,0
414,15707322,Nnamdi,779,France,Female,48,2,115290.27,1,0,0,98912.69,1
415,15588918,Mitchell,671,France,Female,42,6,0,2,1,0,197202.48,0
416,15600357,Findlay,495,France,Female,40,1,140197.71,2,1,0,150720.39,0
417,15747014,Pisani,850,France,Female,28,1,105245.34,1,0,1,74780.13,0
418,15809830,Belisario,630,France,Male,50,8,0,2,0,1,79377.45,0
419,15662245,Pomeroy,588,France,Male,32,1,0,2,1,1,8763.87,0
420,15651075,Ibrahimova,562,Germany,Male,35,3,142296.13,1,0,1,177112.7,0
421,15594456,K?,740,Spain,Female,56,4,99097.33,1,1,1,85016.64,1
422,15583462,Graham,695,France,Male,28,5,171069.39,2,1,1,88689.4,0
423,15757661,Trevisano,589,France,Female,39,7,0,2,0,0,95985.64,0
424,15729117,Trevisano,607,France,Female,31,1,102523.88,1,1,1,166792.71,0
425,15749671,K?,794,France,Male,35,6,0,2,1,1,68730.91,0
426,15566253,Manning,580,Germany,Male,44,9,143391.07,1,0,0,146891.07,1
427,15595153,Tucker,644,Germany,Female,44,8,106022.73,2,0,0,148727.42,0
428,15698572,Schaffer,636,Spain,Female,36,1,0,1,1,0,43134.58,0
429,15674149,Esomchi,599,Germany,Male,36,3,128960.21,2,1,1,40318.33,0
430,15623082,Ch'ang,507,France,Female,35,2,0,2,1,0,97633.93,0
431,15797905,Walker,682,France,Female,48,7,0,2,1,0,65069.03,0
432,15746028,Chu,714,France,Female,24,7,0,2,1,0,166335,0
433,15582951,Crawford,696,France,Female,25,8,126442.59,1,1,0,121904.44,0
434,15616471,Milne,599,Spain,Male,51,0,0,1,1,1,175235.99,0
435,15641575,Anenechukwu,577,France,Male,37,2,127261.35,1,1,0,56185.05,0
436,15638803,Donaldson,733,Spain,Female,32,5,0,2,1,0,131625.14,0
437,15808283,Kelly,647,France,Female,33,4,0,1,1,0,152323.04,0
438,15811200,Ts'ao,831,France,Female,34,2,0,2,0,0,165840.94,0
439,15733476,Gonzalez,543,Germany,Male,30,6,73481.05,1,1,1,176692.65,0
440,15633274,Tai,679,France,Male,34,7,160515.37,1,1,0,121904.14,0
441,15582168,Muravyova,713,Germany,Female,61,4,149525.34,2,1,0,123663.63,0
442,15807269,Milanesi,690,Germany,Male,43,2,166522.78,1,0,0,119644.59,1
443,15602979,Lin,751,France,Male,29,1,135536.5,1,1,0,66825.33,0
444,15660417,Lambert,613,Germany,Female,43,10,120481.69,1,0,0,94875.03,1
445,15590199,Temple,701,Spain,Male,28,1,103421.32,1,0,1,76304.73,0
446,15641794,Ridley,698,France,Male,33,5,135658.73,2,0,1,39755,0
447,15779174,Young,451,France,Female,36,2,0,2,1,1,180142.42,0
448,15785547,Slye,665,France,Male,28,8,191402.82,2,1,0,83238.4,0
449,15795124,Pan,726,Germany,Male,50,9,94504.35,1,0,1,5078.9,0
450,15718912,Hsueh,608,Germany,Female,44,5,126147.84,1,0,1,132424.69,1
451,15592028,Roberts,549,France,Female,46,7,0,1,1,1,109057.56,0
452,15580227,Moss,803,France,Male,33,6,0,2,1,0,115676.61,0
453,15657830,Andrews,663,France,Male,43,4,87624.03,2,1,0,149401.33,0
454,15798256,Takasuka,558,France,Female,45,1,153697.53,2,0,0,89891.4,1
455,15643819,Dawson,714,France,Female,25,4,0,2,0,0,82500.84,0
456,15754301,Bruche,704,France,Male,39,5,0,1,1,0,6416.92,0
457,15726855,Oliver,805,Germany,Female,45,9,116585.97,1,1,0,189428.75,1
458,15755225,Ryan,659,Germany,Male,34,9,134464.58,2,1,0,178833.34,0
459,15725221,Sabbatini,738,Germany,Male,62,10,83008.31,1,1,1,42766.03,0
460,15789055,Watt,635,Spain,Male,35,2,113635.16,1,1,0,90883.12,0
461,15617507,Wilson,530,Spain,Female,36,7,0,2,1,0,80619.09,0
462,15668894,Abramova,661,Germany,Male,41,5,122552.48,2,0,1,120646.4,0
463,15589563,Purdy,531,Spain,Male,31,2,118899.45,2,0,0,41409.36,0
464,15693162,Higgins,694,France,Female,29,5,99713.87,1,0,0,112317.89,0
465,15750099,Marshall,731,France,Female,36,6,0,1,0,0,152128.36,0
466,15795540,Reye,556,France,Female,36,2,134208.22,1,0,1,177670.57,0
467,15794941,Chibueze,647,Germany,Female,41,1,85906.65,3,1,0,189159.97,0
468,15611848,Kwemtochukwu,850,Germany,Male,32,3,137714.25,1,0,1,159403.68,0
469,15581237,Biryukova,573,Spain,Male,33,1,160777.9,1,1,1,149536.15,0
470,15738150,Chidozie,591,France,Male,45,5,0,2,1,1,155492.87,0
471,15678571,Barber,723,France,Male,21,4,0,2,0,0,24847.02,0
472,15736124,Thompson,617,France,Male,25,1,102585.88,2,1,1,115387.4,0
473,15623202,Maslov,704,Germany,Female,39,10,102556.18,2,1,0,171971.25,1
474,15804201,Jones,457,Germany,Male,42,4,126772.57,1,0,1,126106.4,0
475,15596863,Chidumaga,787,Germany,Female,38,3,158373.23,1,1,1,28228.35,0
476,15696277,Hs?,651,France,Female,34,9,0,2,1,0,138113.71,0
477,15748608,Trentini,612,Germany,Male,42,5,141927.1,1,1,1,43018.98,0
478,15723864,Lucas,828,Spain,Male,47,1,109876.82,2,1,0,83611.45,1
479,15802390,Willoughby,724,France,Female,34,2,0,2,1,1,118863.38,0
480,15774336,Jamieson,648,Germany,Male,44,9,111369.79,2,1,1,91947.74,0
481,15648766,Robertson,569,Spain,Male,35,3,116969.35,1,0,0,94488.82,0
482,15659094,Ojiofor,765,Germany,Female,34,8,136729.51,2,0,0,47058.21,0
483,15606397,Cameron,577,Germany,Female,44,1,152086.15,1,0,1,44719.5,1
484,15642619,Mayne,603,Spain,Male,46,2,0,2,1,0,174478.54,0
485,15666032,Mancini,568,Spain,Male,28,1,127289.28,1,0,0,45611.51,0
486,15595842,Paramor,748,Germany,Male,45,2,119852.01,1,0,0,73853.94,1
487,15753837,Young,573,Spain,Male,38,4,0,2,1,1,196517.43,0
488,15783882,Daly,771,Spain,Female,41,5,0,2,0,1,92914.67,0
489,15799790,Carter,763,France,Male,35,9,0,1,1,1,31372.91,0
490,15628155,Dike,410,France,Female,35,7,117183.74,1,1,1,109733.73,0
491,15703778,Hughes,728,France,Male,33,8,129907.63,1,0,1,36083.96,0
492,15722322,Green,655,Spain,Female,78,2,0,2,0,1,188435.38,0
493,15639278,Chinomso,580,Germany,Female,36,6,145387.32,2,1,1,169963.2,1
494,15568487,Gorshkov,712,France,Male,35,7,124616.23,1,1,1,69320.97,0
495,15682084,Chinomso,680,France,Male,31,9,0,2,1,0,36145.53,0
496,15642821,Ijendu,383,Spain,Female,48,8,95808.19,1,0,0,137702.01,1
497,15601387,Yen,721,France,Male,35,10,0,2,1,0,71594.26,0
498,15642515,Arcuri,620,France,Female,42,1,0,2,0,1,65565.92,0
499,15710421,Baresi,774,Spain,Female,36,8,117152.3,1,0,0,101828.39,0
500,15726774,Field,563,France,Male,35,3,106250.72,1,0,0,39546.32,0
501,15649078,Christian,850,Germany,Female,27,8,111837.78,2,1,1,110805.79,0
502,15641877,Ross,681,France,Male,47,9,97023.21,1,1,1,2168.13,0
503,15796496,Trevisani,631,France,Female,31,8,137687.72,1,1,0,190067.12,0
504,15815690,Akabueze,614,Spain,Female,40,3,113348.5,1,1,1,77789.01,0
505,15631739,Dunn,704,Spain,Male,24,10,122109.78,1,1,1,127654.37,0
506,15625584,Martin,786,France,Male,32,2,120452.4,2,0,0,79602.86,0
507,15802466,Donaldson,534,France,Female,53,7,0,2,1,1,80619.17,0
508,15697028,McClinton,590,Spain,Male,34,0,65812.35,2,0,1,160346.3,0
509,15575759,Bentley,583,Spain,Female,40,3,54428.37,1,1,0,109638.78,1
510,15567442,Ibezimako,656,France,Female,75,3,0,2,1,1,1276.87,0
511,15746805,Thomson,597,France,Male,33,9,0,2,1,0,49374.82,0
512,15636330,Ch'in,588,Germany,Female,48,1,143279.58,2,1,0,31580.8,1
513,15714970,Holbrook,667,Germany,Male,32,0,103846.65,1,1,0,20560.69,0
514,15653784,Solomina,627,France,Male,37,2,125190.86,1,0,1,84584.69,0
515,15693543,McDonald,708,France,Female,33,8,0,2,0,1,15246.83,0
516,15773283,Dennis,641,France,Male,65,6,38340.02,1,1,0,32607.77,1
517,15742534,Faulk,527,Germany,Female,28,2,123802.98,2,1,1,155846.69,0
518,15569878,Dale,592,France,Male,37,3,96651.03,1,1,1,3232.82,0
519,15729454,Gorbunov,465,France,Male,33,8,0,2,1,0,177668.55,0
520,15578375,Farrell,628,France,Male,39,6,0,2,0,0,134441.6,0
521,15785559,De Luca,678,France,Male,43,1,133237.21,1,1,0,111032.79,1
522,15649414,Walker,570,France,Female,61,6,142105.35,1,1,1,45214.04,0
523,15701605,Forster,815,France,Male,37,1,166115.42,1,1,0,67208.3,0
524,15686696,Brown,817,France,Female,37,6,81070.34,2,1,0,80985.88,0
525,15625586,Monaldo,717,France,Male,35,4,0,1,1,1,167573.06,0
526,15654975,Wu,641,France,Female,53,0,123835.52,2,0,1,160110.65,0
527,15782993,Pan,624,France,Male,51,10,123401.43,2,1,1,127825.25,0
528,15774382,Longo,579,Germany,Male,49,4,169377.31,1,1,1,123535.05,0
529,15689602,Findlay,698,France,Male,38,2,130015.24,1,1,1,41595.3,0
530,15756155,Fu,645,France,Male,32,4,0,2,0,1,97628.08,0
531,15812647,Yin,691,France,Male,34,8,133936.04,2,1,0,91359.79,0
532,15736043,Hamilton,638,France,Male,34,6,114543.27,1,1,1,97755.29,0
533,15696744,Miller,705,France,Female,31,3,119794.67,1,0,0,182528.44,0
534,15602572,Hsing,720,France,Male,33,9,0,2,1,1,142956.48,0
535,15674765,Mitchell,553,Spain,Male,44,4,0,1,1,0,10789.3,0
536,15678725,Chamberlin,658,France,Female,29,8,0,2,0,1,130461.09,0
537,15694444,Buttenshaw,648,Germany,Female,32,8,157138.99,3,1,0,190994.48,1
538,15795878,Anayochukwu,636,Spain,Male,45,3,0,2,1,1,159463.8,0
539,15735346,Wallace,527,Germany,Female,41,10,136733.24,1,1,1,57589.29,0
540,15687094,Calabresi,717,Germany,Female,28,9,82498.14,2,0,0,40437.67,0
541,15790067,Sun,614,Spain,Male,39,3,151914.93,1,0,0,56459.45,0
542,15605742,Tuan,737,France,Male,43,0,80090.93,1,1,0,39920,1
543,15566740,Nazarova,587,Spain,Male,51,3,83739.32,1,0,1,148798.45,0
544,15664897,Bryant,682,France,Female,35,2,181166.44,1,1,1,63737.19,1
545,15585777,Pai,710,France,Male,38,3,130588.82,1,1,1,154997.64,0
546,15650864,Power,507,France,Male,42,6,0,2,1,0,34777.23,0
547,15806709,Hao,609,Germany,Male,33,6,94126.67,1,0,0,93718.16,0
548,15633818,McMillan,786,France,Male,32,9,0,2,1,0,133112.41,0
549,15713845,Merrett,688,France,Male,38,7,148045.68,1,1,0,175479.92,1
550,15639662,Phillips,710,France,Male,38,2,0,2,1,0,96.27,0
551,15567013,De Luca,779,Spain,Male,33,3,0,2,1,0,30804.68,0
552,15777784,Tu,733,France,Female,44,6,168165.84,1,0,1,197193.49,0
553,15800251,Elder,583,Germany,Female,26,10,72835.56,2,1,0,96792.15,0
554,15651315,Dilke,627,France,Male,41,3,0,2,1,0,132719.8,0
555,15651450,Panicucci,666,Germany,Male,31,3,123212.08,2,1,1,112157.31,0
556,15784218,Mason,620,Spain,Male,38,0,0,2,1,1,38015.34,0
557,15572398,Townsend,614,Spain,Female,39,6,0,2,1,1,164018.98,0
558,15707962,Gunson,606,France,Male,40,6,119501.88,2,1,0,46774.94,0
559,15705663,Milano,700,Germany,Female,39,5,144550.83,2,1,1,189664.43,0
560,15645355,Macleod,677,Germany,Male,34,3,126729.41,1,1,1,26106.39,1
561,15729557,Olisaemeka,850,Germany,Male,36,5,119984.07,1,1,0,191535.11,1
562,15631436,Gleeson,564,France,Male,35,4,0,1,1,0,158937.55,0
563,15583073,Martin,771,Spain,Female,56,2,0,1,1,1,25222.6,1
564,15614361,Liao,620,Spain,Male,42,9,121490.05,1,1,1,29296.74,0
565,15724684,Sung,610,Spain,Male,46,5,91897.8,1,1,0,54394.28,0
566,15700083,Lai,609,Spain,Male,39,2,139443.75,2,1,0,9234.06,0
567,15636541,Cartwright,683,Germany,Male,35,5,144961.97,1,0,1,26796.73,0
568,15796015,Wu,633,Germany,Male,42,3,126041.02,1,0,1,11796.89,0
569,15787222,Ch'in,676,Germany,Male,28,1,69459.05,2,1,1,128461.29,0
570,15594270,Biryukov,693,France,Male,38,7,198338.77,2,1,1,14278.18,0
571,15701524,Ting,709,France,Male,36,0,0,2,1,0,46811.77,0
572,15645847,P'eng,569,Germany,Male,35,2,109196.66,3,1,0,109393.19,1
573,15708867,Niu,684,Spain,Female,38,3,134168.5,3,1,0,3966.5,1
574,15613140,Mellor,565,France,Male,34,6,0,1,1,1,63173.64,0
575,15628893,Power,681,France,Male,29,8,0,1,1,0,66367.33,0
576,15764073,Arcuri,503,Spain,Female,36,9,0,2,1,1,16274.67,0
577,15782879,Lang,656,France,Male,40,2,0,2,1,1,180553.48,0
578,15635964,Eve,566,Germany,Male,65,4,120100.41,1,1,0,107563.16,1
579,15726087,Ch'in,592,France,Female,62,5,0,1,1,1,100941.57,0
580,15726313,Napolitani,687,Spain,Female,50,5,0,2,1,0,110230.4,0
581,15578073,Barker,686,Spain,Male,22,8,0,2,0,0,142331.85,0
582,15786249,Whitfield,616,Spain,Male,30,2,0,2,1,0,199099.51,0
583,15812850,Stradford,494,Spain,Male,67,5,0,2,1,1,85890.16,0
584,15596972,Brownlow,534,France,Male,38,3,0,1,0,0,143938.27,0
585,15620579,Dunn,695,Spain,Female,31,8,0,2,0,1,131644.41,0
586,15768270,DeRose,579,Spain,Female,31,9,0,2,1,0,112395.98,0
587,15656597,Wang,432,Germany,Male,38,2,135559.8,2,1,1,71856.3,0
588,15699446,Hobbs,816,Germany,Female,25,2,150355.35,2,1,1,35770.84,0
589,15615004,Anderson,730,France,Female,37,1,0,2,1,1,124364.63,0
590,15704771,Ugochukwu,593,France,Female,35,6,133489.12,2,1,1,78101.29,0
591,15588372,Kirsova,715,Germany,Female,37,9,105489.31,1,0,0,143096.49,1
592,15681439,Tsou,775,Germany,Male,25,10,60205.2,2,1,0,14073.11,0
593,15607509,Ozerova,539,France,Male,38,5,0,2,1,0,47388.41,0
594,15670343,Li,576,Spain,Male,19,6,0,2,0,0,72306.07,0
595,15597968,Fyans,617,Spain,Male,50,7,0,1,1,0,184839.7,1
596,15658432,Freeman,688,France,Male,40,6,0,1,1,1,47886.44,0
597,15616431,Chiu,608,France,Male,33,4,0,1,0,1,130474.03,0
598,15796957,Iadanza,597,Spain,Male,35,9,0,3,0,1,73181.39,1
599,15815552,Ferguson,670,France,Female,42,6,112333.63,1,1,1,65706.86,0
600,15631871,Kelly,616,Germany,Female,57,7,116936.81,1,1,1,104379.36,0
601,15635870,She,579,Germany,Female,50,5,117721.02,1,0,1,192146.63,1
602,15596713,Christie,786,France,Male,37,7,165896.22,2,1,1,66977.68,0
603,15684211,Creel,704,Spain,Female,44,9,153656.85,1,1,0,158742.81,0
604,15760521,Thompson,796,France,Female,50,1,94164,1,1,1,189414.74,0
605,15608408,Lazareva,598,Spain,Male,39,1,0,2,1,0,159130.32,0
606,15804721,Boni,602,France,Male,49,0,191808.73,1,0,0,97640.2,0
607,15730272,Evseev,619,France,Male,58,5,152199.33,1,1,1,86022.09,0
608,15741988,Marino,492,Germany,Female,52,8,125396.24,1,1,0,10014.72,1
609,15771728,Mackenzie,641,Germany,Male,41,7,104405.54,3,1,0,17384.21,0
610,15605113,Sutherland,518,France,Female,27,1,133801.49,1,1,1,143315.57,0
611,15661945,Nicolay,623,Spain,Female,40,4,0,3,1,0,31669.18,0
612,15783816,Lori,733,France,Female,28,5,0,2,0,0,12761.16,0
613,15721207,Piazza,625,Germany,Male,42,6,100047.33,1,1,0,93429.95,0
614,15764072,Somerville,759,France,Female,31,1,109848.6,1,1,1,42012.55,0
615,15689412,Christie,604,France,Female,32,7,127849.38,1,1,0,15798.7,0
616,15798385,Grave,512,Spain,Female,46,3,0,2,1,1,56408.14,0
617,15775339,Lori,520,France,Female,29,8,95947.76,1,1,0,4696.44,0
618,15585256,Iloerika,805,Spain,Male,26,2,0,2,1,1,25042.1,0
619,15797329,Muir,626,France,Male,43,4,137638.69,1,1,0,130442.08,1
620,15780220,Pauley,656,France,Male,38,10,0,1,1,1,136521.82,0
621,15648951,Kao,785,Spain,Male,41,7,0,2,1,1,199108.88,0
622,15752409,Grant,553,France,Male,31,6,0,2,0,0,124596.63,0
623,15807524,Chukwuma,569,France,Female,44,4,0,2,0,0,134394.78,0
624,15766649,Vincent,670,France,Male,38,10,89416.99,1,0,0,144275.39,0
625,15696812,Lazareva,586,Spain,Male,42,6,0,2,1,1,123410.23,0
626,15581295,Ch'ien,617,Spain,Female,45,1,0,1,1,0,143298.06,0
627,15663234,Bishop,508,France,Female,60,7,143262.04,1,1,1,129562.74,0
628,15741417,Chibuzo,624,Spain,Female,35,7,119656.45,2,1,1,4595.05,0
629,15695174,Chang,654,France,Male,29,4,132954.64,1,1,1,146715.07,0
630,15665168,Calabrese,681,Germany,Female,44,3,105206.7,2,1,1,163558.36,0
631,15601503,Tokaryev,578,Spain,Male,28,4,0,2,0,0,6947.09,0
632,15706131,Logan,621,Spain,Female,37,9,83061.26,2,1,0,9170.54,0
633,15782758,Ozerova,632,France,Male,40,5,147650.68,1,1,1,199674.83,0
634,15591091,Goering,644,France,Male,44,5,73348.56,1,1,0,157166.79,1
635,15715877,Lo,821,France,Male,28,2,0,2,1,0,46072.52,0
636,15756918,Simmons,754,France,Female,38,2,0,2,0,0,3524.69,0
637,15746662,Maduabuchim,568,Spain,Female,27,1,116320.68,1,0,1,45563.94,0
638,15626679,Linger,584,France,Male,33,3,0,2,0,1,59103.13,0
639,15793343,Yeh,549,France,Female,29,8,0,2,1,1,189558.44,0
640,15576774,Stevenson,729,France,Female,38,7,0,2,0,0,45779.9,0
641,15801316,Ifeatu,523,France,Male,61,8,66250.71,1,1,1,21859.06,0
642,15800514,Kenechukwu,477,Germany,Female,24,2,95675.62,2,0,0,162699.7,1
643,15662232,Learmonth,675,Germany,Male,42,2,92616.64,2,1,0,8567.18,0
644,15737778,Dickson,782,Spain,Female,41,4,0,1,1,0,132943.88,0
645,15782096,Volkova,616,Spain,Female,36,6,0,1,1,1,12916.32,1
646,15783522,Mitchell,738,Spain,Female,37,8,100565.94,1,1,1,128799.86,0
647,15785373,Wong,717,Spain,Female,42,5,190305.78,1,1,0,99347.8,1
648,15756272,James,526,Germany,Female,35,9,118536.4,1,1,0,40980.87,1
649,15615245,Shao,660,France,Male,19,5,127649.64,1,1,1,40368.65,0
650,15600174,Walton,525,France,Male,35,7,165358.77,1,0,1,94738.54,0
651,15752956,Stanley,629,Spain,Male,29,6,0,2,1,1,88842.8,0
652,15644882,Watson,616,Germany,Female,36,10,78249.53,1,1,0,136934.91,0
653,15766272,Folliero,521,Germany,Female,61,0,125193.96,1,1,1,109356.53,0
654,15800620,Fitzgerald,691,France,Female,29,9,0,2,0,0,199635.93,0
655,15569764,Garner,687,Germany,Female,41,2,154007.21,1,1,0,158408.23,0
656,15747458,Folliero,677,Spain,Female,43,3,133214.88,2,1,1,95936.84,0
657,15573171,Liao,695,Spain,Male,63,1,146202.93,1,1,1,126688.83,1
658,15736769,Lucchesi,663,France,Female,27,9,0,2,1,0,150850.29,0
659,15763381,Chan,496,France,Male,30,0,90963.49,1,0,1,27802,0
660,15814430,Ma,747,Spain,Male,41,9,0,1,1,0,32430.94,1
661,15638607,Nwabugwu,546,France,Female,52,2,0,1,1,0,137332.37,1
662,15737133,P'eng,706,Spain,Male,68,4,114386.85,1,1,1,28601.68,0
663,15613945,Andrews,472,France,Female,26,5,0,2,1,0,108411.66,0
664,15659937,Otutodilinna,703,France,Female,40,7,0,2,0,1,122518.5,0
665,15765287,Grant,850,France,Female,38,2,0,2,1,0,9015.07,0
666,15661723,Abramovich,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1
667,15766064,Komarova,559,France,Male,33,9,111060.05,2,1,0,110371.84,0
668,15649616,Otutodilichukwu,636,Spain,Male,60,7,124447.73,1,1,1,141364.62,1
669,15719017,Donaldson,672,France,Female,34,8,0,2,1,1,16245.25,0
